"","name.x","name_match","id_match","X1860.1864","X1864.1866","X1866.1868","X1868.1871","X1871.1875","X1875.1879","X1879.1883","X1883.1884","X1884.1886","X1886.1887","X1887.1888","X1888.1891","X1891.1894","X1894.1897","X1897.1901","X1901.1905","X1905.1909","X1909.1913","X1913.1917","X1917.1918","X1918.1922","name.y","achternaam","voorletters","voorna(a)m(en)","roepnaam","prepositie","geslacht","partij(en)/fractie(s)","begin periode","einde periode","year","month","day","re","dugobo","fogobo","duprbo","foprbo","dush","fosh","cash","misc","debt","ta11","tl11","nw11","ta0","tl0","nw0","function","yod","placeofd","yob","aod","polparty","poldir","activityst","activityend","beginyr","endyr","tenure","w_deflated","w_deflated2","harnas2","harnas5"
"301","Jan Karel Hendrik de Roo van Alderwerelt","Jan Karel Hendrik Roo van Alderwerelt","01123",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jan Karel Hendrik Roo van Alderwerelt","Roo van Alderwerelt","J.K.H.","Jan Karel Hendrik",NA,"de","m","liberaal","1866-11-19","1878-12-28","1878","12","28",0,0,9461,0,0,0,0,1646,4133.5,-8023.86,15241.59,-8023.86,3608.86,8135.39,-4304.93,3830.46,"2e kamerlid, minister",1878,"zh",1832,46,"liberaal","liberal","19-11-1866","28-12-1878",1866,1878,12,3294.00896512156,3103.44376233366,1,1
"302","Jan Christiaan Fabius","Jan Christiaan Fabius","00396",0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,"Jan Christiaan Fabius","Fabius","J.Ch.","Jan Christiaan",NA,NA,"m","antirevolutionair","1881-09-20","1890-03-25","1890","03","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","Anthonie Ernst Reuther","Anthonie Ernst Reuther","01103",0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,"Anthonie Ernst Reuther","Reuther","A.E.","Anthonie Ernst",NA,NA,"m","Bahlmanniaan ('Centrum')","1883-06-20","1889-04-26","1889","04","26",0,0,1291,11155,3661,4857,2358,696,2091,-888.25,26117.21,-888.25,11915.87,13081.1,-1143.73,11938.37,"2e kamerlid, minister",1889,"zh",1819,70,"conservatief (katholiek)","conservatief","20-08-1879","26-04-1889",1879,1889,10,12810.1672174021,12786.0241591461,1,1
"304","George Diepen","George Diepen","00305",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"George Diepen","Diepen","G.","George",NA,NA,"m","Bahlmanniaan ('Centrum')","1891-05-12","1892-06-06","1892","06","06",38500,526,19149,4032,8300,2577,0,2192,24100,-2158,93858.415,-611.31,92072.465,94357.51,-1785.95,92571.56,"2e kamerlid",1918,"nb",1834,84,"Bahlmanniaan ('Centrum')","conservatief","12-05-1891","06-06-1892",1891,1892,1,58602.0594167152,58286.1093036936,0,0
"305","Petrus Boele Jacobus Ferf","Petrus Boele Jacobus Ferf","00404",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,"Petrus Boele Jacobus Ferf","Ferf","P.B.J.","Petrus Boele Jacobus",NA,NA,"m","Liberale Unie;vooruitstrevende kamerclub;'club-Pyttersen';liberaal","1891-10-02","1912-03-18","1912","03","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","Eduard Fokker","Eduard Fokker","00413",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"Eduard Fokker","Fokker","E.","Eduard",NA,NA,"m","vrijzinnig-democratische kamerclub;VDB","1897-09-21","1903-02-28","1903","02","28",0,27500,19041.53,49636,18597,32683.15,4640,19,3043,-48220.3,155165.71,-48220.3,106945.41,155163.81,-48216.31,106947.5,"1e kamerlid, 2e kamerlid",1936,"zh",1849,87,"liberaal","liberal","08-06-1892","28-02-1903",1892,1903,11,89762.1395893596,89760.3854308076,0,0
"307","Lodewijk Henrick Johan Mari van Asch van Wijck","Lodewijk Henrick Johan Mari Asch van Wijck","00040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"Lodewijk Henrick Johan Mari Asch van Wijck","Asch van Wijck","L.H.J.M.","Lodewijk Henrick Johan Mari",NA,"van","m","ARP","1897-09-21","1903-01-31","1903","01","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","Jan Wolter Niemeijer","Jan Wolter Niemeijer","00962",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Jan Wolter Niemeijer","Niemeijer","J.W.","Jan Wolter",NA,NA,"m","Vrij-Liberalen","1918-09-17","1920-02-18","1920","02","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Wilco Holdinga Lycklama � Nijeholt","Wilco Holdinga Lycklama � Nijeholt","00854",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wilco Holdinga Lycklama à Nijeholt","Lycklama à Nijeholt","W.H.","Wilco Holdinga",NA,NA,"m","regeringsgezinden ten tijde van Willem II;conservatief","1845-11-12","1866-09-18","1866","09","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Johan Herman Geertsema Czn.","Johan Herman Geertsema","00437",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Johan Herman Geertsema","Geertsema","J.H.","Johan Herman",NA,NA,"m","Puttianen;liberaal","1863-09-25","1878-05-01","1878","05","01",0,8044.17,18592,33107,19875,29401.1,0,860,10626,-247.71,119588,-247.71,59189.94,59758.16,-568.21,59189.94,"1e kamerlid, 2e kamerlid, minister, commissaris",1908,"ut",1816,92,"liberaal","liberal","25-09-1863","16-09-1902",1863,1902,39,60688.5595605617,60688.5595605617,0,0
"311","Eduard Herman s' Jacob","Eduard Herman Jacob","00631",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Eduard Herman Jacob","Jacob","E.H.","Eduard Herman",NA,"s'","m","conservatief","1866-11-19","1875-09-19","1875","09","19",56000,35311,349266,109899.5,124047,264174,114965,7825,6000,-882,616474,-757.34,616474,668207.57,-757.34,665450.23,"2e kamerlid",1912,"zh",1827,85,"conservatief","conservatief","19-11-1866","19-09-1875",1866,1875,9,670332.523331171,620996.963195971,0,0
"312","James John Teding van Berkhout","James John Teding van Berkhout","01343",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"James John Teding van Berkhout","Teding van Berkhout","J.J.","James John",NA,NA,"m","antirevolutionair","1873-09-15","1880-07-24","1880","07","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","Jacob Gerard Patijn","Jacob Gerard Patijn","01022",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Jacob Gerard Patijn","Patijn","J.G.","Jacob Gerard",NA,NA,"m","liberaal;Liberale Unie","1877-06-16","1888-10-21","1888","10","21",62604,104,57268,526452,227590,305305,9415,2440,29831,-320554.86,722900.98,-6389.98,716511,722900.98,-6389.98,716511,"2e kamerlid, commissaris",1911,"zh",1836,75,"liberaal;Liberale Unie","liberal","16-06-1877","1911",1877,1911,34,706283.806298154,706283.806298154,1,1
"314","Lourens de Groot","Lourens Groot","00491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Lourens Groot","Groot","L.","Lourens",NA,"de","m","Economische Bond;Neutrale fractie;Vrijheidsbond","1918-09-17","1925-09-14","1925","09","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Evert du Marchie van Voorthuysen","Evert Marchie van Voorthuysen","00878",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Evert Marchie van Voorthuysen","Marchie van Voorthuysen","E.","Evert",NA,"du","m","conservatief","1858-04-13","1873-09-14","1873","09","14",514150,33462.58,0,11700,0,2400,0,979,7975.96,-1465.32,571485.46,-1465.32,570020.14,571485.46,-1465.32,570020.14,"1e kamerlid, 2e kamerlid",1894,"ut",1824,70,"conservatief","conservatief","04-08-1857","16-09-1883",1857,1883,26,679677.093054434,679677.093054434,0,0
"316","Karel Lodewijk Joseph Cornelis","Karel Lodewijk Joseph Cornelis","00268",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Karel Lodewijk Joseph Cornelis","Cornelis","K.L.J.","Karel Lodewijk Joseph",NA,NA,"m","Thorbeckiaan","1861-09-20","1871-03-17","1871","03","17",300,0,0,0,0,40,0,0,3992.73,-2149.92,4332.73,-2149.92,2182.81,4332.73,-2149.92,2182.81,"2e kamerlid",1884,"lb",1819,65,"Thorbeckiaan","liberal","20-09-1861","17-03-1871",1861,1871,10,2167.07421941967,2167.07421941967,0,0
"317","Johannes Baptista Arnoldus Josephus Maria Verheyen","Johannes Baptista Arnoldus Josephus Maria Verheijen","01414",0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Johannes Baptista Arnoldus Josephus Maria Verheijen","Verheijen","J.B.A.J.M.","Johannes Baptista Arnoldus Josephus Maria",NA,NA,"m","conservatief (katholiek)","1866-11-24","1880-10-30","1880","10","30",110678.75,996,9034.8,7335.2,1545,31580,4356,2426,4820,-10373,145442.91,-3959.26,70305.11,79449.295,-2165.16,77284.135,"1e kamerlid, 2e kamerlid",1898,"nb",1818,80,"Rooms-Katholieken","conservatief","24-11-1866","10-01-1898",1866,1898,32,86847.5856504386,79004.9479416249,1,1
"318","Jan Willem Jacobus de Vos van Steenwijk ","Jan Willem Jacobus Vos van Steenwijk","01479",0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Jan Willem Jacobus Vos van Steenwijk","Vos van Steenwijk","J.W.J.","Jan Willem Jacobus",NA,"baron de","m","liberaal;Liberale Unie","1878-03-18","1888-03-26","1888","03","26",800,0,30720,63193,13478,172933,4734,3004,39259,-3015.9,221812.14,-527,221317.75,227597.15,-2035.9,225561.23,"2e kamerlid",1897,"zh",1827,70,"liberaal;Liberale Unie","liberal","18-03-1878","26-03-1888",1878,1888,10,261447.206949775,256528.604609527,0,0
"319","Willem de Meijier","Willem Meijier","00917",0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,"Willem Meijier","Meijier","W.","Willem",NA,"de","m","liberaal;Kappeynianen;Liberale Unie","1877-12-10","1894-03-19","1894","03","19",240000,30150,41110.725,133119.7,72895.015,64083.65,1484.5,2000,12851.75,-1398.04,188847.0325,-579.045,187738.51,188847.03,-1108.52,187738.57,"2e kamerlid",1909,"ge",1836,73,"liberaal;Kappeynianen;Liberale Unie","liberal","10-12-1877","19-03-1894",1877,1894,17,191278.551108594,191278.48997724,0,0
"320","Henri Adolphe van de Velde","Henri Adolphe Velde","01400",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,"Henri Adolphe Velde","Velde","H.A.","Henri Adolphe",NA,"van de","m","antirevolutionair;ARP","1890-04-29","1918-09-16","1918","09","16",25,9488,35624,79840,57954,260927,83296,154,19247,-52361.81,547755.85,-52361.81,498884.04,547755.85,-52361.81,498884.04,"2e kamerlid, gedeputeerde",1919,"zh",1855,64,"antirevolutionair;ARP","conservatief","29-04-1890","16-09-1918",1890,1918,28,301151.726575132,301151.726575132,1,1
"321","Joseph Limburg","Joseph Limburg","00822",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Joseph Limburg","Limburg","J.","Joseph",NA,NA,"m","VDB","1905-09-19","1918-09-16","1918","09","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2e kamerlid",1940,"zh",1866,74,"VDB","socialist","19-09-1905","16-09-1918",1905,1918,13,NA,NA,0,0
"322","David Wijnkoop","David Joseph Wijnkoop","01584",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"David Joseph Wijnkoop","Wijnkoop","D.J.","David Joseph","David",NA,"m","CPH;CPH-Wijnkoop;CPN","1918-09-17","1941-05-06","1941","05","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2e kamerlid",1941,"nh",1876,65,"CPH;CPH-Wijnkoop;CPN","socialist","17-09-1918","06-05-1941",1918,1941,23,NA,NA,1,1
"323","Pieter Mijer","Pieter Mijer","00953",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pieter Mijer","Mijer","P.","Pieter",NA,NA,"m","conservatief","1860-09-18","1866-05-29","1866","05","29",0,1929.88,31780,3794,33271,7802,15465,1441,9138,-1431,104639,-2474,102165,104639,-2249,102390,"2e kamerlid, minister",1881,"zh",1812,69,"conservatief","conservatief","01-01-1856","16-09-1866",1856,1866,10,87018.0890518785,86826.8685221717,0,0
"324","Barthold Jacob Lintelo de Geer van Jutphaas","Barthold Jacob Lintelo baron de Geer van Jutphaas","00433",0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,"Barthold Jacob Lintelo baron de Geer van Jutphaas","Lintelo baron de Geer van Jutphaas","B.J.","Barthold Jacob",NA,NA,"m","antirevolutionair","1884-12-08","1894-03-19","1894","03","19",174319,688,2765,14817,0,34911,2718,597,27614,-21315.77,258436.95,-21315.77,237120.18,258574.44,-21454.27,237120.17,"2e kamerlid",1903,"ut",1816,87,"antirevolutionair","conservatief","08-12-1884","19-03-1894",1884,1894,10,237810.049581725,237810.059610819,0,0
"325","Alexander Frederik de Savornin Lohman","Alexander Frederik Savornin Lohman","01177",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Alexander Frederik Savornin Lohman","Savornin Lohman","A.F.","Alexander Frederik",NA,"de","m","antirevolutionair;Vrij-AR;CHP;CHU","1879-09-15","1921-02-07","1921","02","07",16466,11005,19,49000,577,58904.8,2787,2570,8729,-8623.08,150267.52,-8623.08,141644.44,150331.52,-8623.08,141708.44,"1e kamerlid, 2e kamerlid, minister",1924,"zh",1837,87,"ARP","conservatief","15-09-1879","07-02-1921",1879,1921,42,96084.4328780555,96041.0381183348,0,1
"326","Antoon Willem van Borssele","Anton Willem Borssele","00172",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Anton Willem Borssele","Borssele","A.W.","Anton Willem",NA,"van","m","oud- of vrije liberalen","1894-05-16","1897-09-20","1897","09","20",443810.3,59707.5,265531.25,454865.66,289666.06,115467.9,103644.5,8217.31,34275.51,-94146.39,1773857.83,-94146.39,1679701.44,1831363.51,-94146.39,1737214.12,"2e kamerlid",1903,"ge",1829,74,"oud- of vrije liberalen","liberal","16-05-1894","20-09-1897",1894,1897,3,1742268.38657915,1684588.37866427,0,0
"327","Pieter Christiaan Jacobus Hennequin","Pieter Christiaan Jacobus Hennequin","00562",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,"Pieter Christiaan Jacobus Hennequin","Hennequin","P.Ch.J.","Pieter Christiaan Jacobus",NA,NA,"m","Liberale Unie;oud- of vrije liberalen","1891-09-15","1909-09-20","1909","09","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Maurits Anton Brants","Maurits Anton Brants","00196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"Maurits Anton Brants","Brants","M.A.","Maurits Anton",NA,NA,"m","ARP","1903-03-11","1906-12-31","1906","12","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Jan Bomans","Johannes Bernardus Bomans","00154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"Johannes Bernardus Bomans","Bomans","J.B.","Johannes Bernardus","Jan",NA,"m","Algemeene Bond (RKSP)","1916-12-13","1929-09-16","1929","09","16",92000,2710,0,9113,0,50531,0,1000,6250,-31197.82,161607.48,27147.82,62917.83,78776.4,-15860.91,62915.49,"2e kamerlid",1941,"nh",1885,56,"Algemeene Bond (RKSP)","conservatief","13-12-1916","16-09-1929",1916,1929,13,41002.5028271765,41004.0278229544,0,0
"330","Alexander van Sasse van Ysselt","Alexander Frederik Oscar Sasse van Ysselt","01172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Alexander Frederik Oscar Sasse van Ysselt","Sasse van Ysselt","A.F.O.","Alexander Frederik Oscar",NA,"van","m","Rooms-Katholieken;Algemeene Bond (RKSP)","1901-09-17","1929-09-16","1929","09","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","Gerlach Cornelis Joannes van Reenen ","Gerlach Cornelis Joannes Reenen","01092",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gerlach Cornelis Joannes Reenen","Reenen","G.C.J.","Gerlach Cornelis Joannes",NA,"van","m","conservatief","1858-05-03","1875-09-19","1875","09","19",111010,45784,311214,34009,26787,49215,102,2041,13305,-6036.13,593477.22,-6036.13,587441.08,593586.26,-6016.13,587570.13,"2e kamerlid, minister",1893,"zh",1818,75,"conservatief","conservatief","19-04-1853","19-09-1875",1853,1875,22,691295.403671918,691143.572141878,0,0
"332","Pieter Jacob Elout van Soeterwoude","Pieter Jacob Elout van Soeterwoude","00377",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pieter Jacob Elout van Soeterwoude","Elout van Soeterwoude","P.J.","Pieter Jacob",NA,NA,"m","antirevolutionair","1853-06-14","1879-12-20","1879","12","20",72089,60307,26487.48,4655.34,2446.88,30265,0,415.5,5067.17,-2959.56,199244.37,-2959.56,196284.81,199706.92,-2959.56,196747.36,"1e kamerlid, 2e kamerlid",1893,"zh",1805,88,"antirevolutionair","conservatief","14-06-1853","05-12-1887",1853,1887,34,231479.67997043,230935.474823432,0,0
"333","Antonie Jacob Willem Farncombe Sanders","Antoine Jacob Willem Farncombe Sanders","00397",0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,"Antoine Jacob Willem Farncombe Sanders","Farncombe Sanders","A.J.W.","Antoine Jacob Willem",NA,NA,"m","Liberale Unie;vooruitstrevende kamerclub","1886-07-14","1896-09-06","1896","09","06",16400,0,507,0,0,4190,2100,32,1275,-140,12253.75,-52,12086.35,12253.75,-166,12087.75,"2e kamerlid",1896,"zh",1833,63,"Liberale Unie;vooruitstrevende kamerclub","liberal","14-07-1886","06-09-1896",1886,1896,10,14176.631299255,14174.9893655767,1,1
"334","Willem Everts ","Willem Everts","00391",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,"Willem Everts","Everts","W.","Willem","Willem",NA,"m","Bahlmanniaan ('Centrum') ;Rooms-Katholieken","1893-11-14","1900-06-07","1900","06","07",3000,0,0,1019,0,200,0,2160,13312,-1885,19691,-1885,17806,19691,-1885,17806,"2e kamerlid",1900,"lb",1827,73,"Bahlmanniaan ('Centrum') ;Rooms-Katholieken","conservatief","14-11-1893","07-06-1900",1893,1900,7,17806,17806,1,1
"335","Gerrit Blankers 't Hooft","Gerrit Blankers Hooft","00596",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"Gerrit Blankers Hooft","Hooft","G.B.","Gerrit Blankers",NA,"'t","m","ARP","1894-05-16","1901-09-16","1901","09","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","Johan Willem Herman Meyert van Idsinga","Johan Willem Herman Meyert Idsinga","00624",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Johan Willem Herman Meyert Idsinga","Idsinga","J.W.H.M.","Johan Willem Herman Meyert",NA,"van","m","Vrij-AR;CHP;CHU","1901-09-17","1918-09-16","1918","09","16",0,6605,1478,5361.25,24293,27352,1355,7783,8453,-2854.46,73479.8,-2854.46,70625.37,73479.83,-2854.46,70625,"2e kamerlid",1921,"zh",1854,67,"Vrij-AR;CHP;CHU","conservatief","17-09-1901","16-09-1918",1901,1918,17,43601.0346270115,43601.263050131,0,1
"337","Jan van Gilse ","Jan Gilse","00460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Jan Gilse","Gilse","J.","Jan",NA,"van","m","Liberale Unie","1917-07-31","1918-09-16","1918","09","16",5669,970,933,13978,487,2028,21980,60,1139,-485.85,25572.73,-485.85,11939.76,25572.73,-485.85,11939.76,"2e kamerlid",1935,"zh",1861,74,"Liberale Unie","liberal","31-07-1917","16-09-1918",1917,1918,1,9715.3804772197,9715.3804772197,0,0
"338","Bernardus Johannes van Stapele","Bernardus Johannes Stapele","01295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Bernardus Johannes Stapele","Stapele","B.J.","Bernardus Johannes",NA,"van","m","SDAP","1919-11-20","1922-06-23","1922","06","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2e kamerlid",1940,"zh",1875,65,"SDAP","socialist","20-11-1919","23-06-1922",1919,1922,3,NA,NA,0,0
"339","Johan Louis de Jonge","Johan Louis Jonge","00656",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Johan Louis Jonge","Jonge","J.L.","Johan Louis",NA,"de","m","antirevolutionair","1875-09-20","1881-10-31","1881","10","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Willem Jan Roijaards van den Ham","Willem Jan Roijaards van den Ham","01135",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,"Willem Jan Roijaards van den Ham","Roijaards van den Ham","W.J.","Willem Jan",NA,NA,"m","Liberale Unie;liberaal","1888-05-01","1897-03-01","1897","03","01",1262437.01,82941.01,587706.87,383927.5,18000,268624.85,118019,2325.92,130374.86,-619075.73,3136813.9,-619075.7,2517738.19,3136813.92,-619075.73,2517738.19,"2e kamerlid",1897,"ut",1829,68,"Liberale Unie;liberaal","liberal","01-05-1888","01-03-1897",1888,1897,9,2918301.24177937,2918301.24177937,1,1
"341","Otto Jan Herbert van Limburg Stirum","Otto Jan Herbert Limburg Stirum","00826",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,"Otto Jan Herbert Limburg Stirum","Limburg Stirum","O.J.H.","Otto Jan Herbert",NA,"graaf van","m","Vrij-AR;CHP","1894-05-16","1907-08-26","1907","08","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","Jan Jacob Slicher van Domburg","Jan Jacob Slicher van Domburg","01257",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jan Jacob Slicher van Domburg","Slicher van Domburg","J.J.","Jan Jacob",NA,NA,"m","moderaat of gematigd liberaal;'pragmatisch' liberaal","1848-10-05","1862-09-14","1862","09","14",99715,101174.01,112177.55,70025.76,28934.825,54043.5,315,4447.45,43025.6,-540.04,541202.35,-1128.58,540073.76,541600.44,-1128.585,540471.855,"2e kamerlid",1880,"zh",1802,78,"moderaat of gematigd liberaal;'pragmatisch' liberaal","liberal","05-10-1848","14-09-1862",1848,1862,14,487107.519817626,486748.731351015,0,0
"343","Karel Antonie Godin de Beaufort","Karel Antonie Godin de Beaufort","00465",0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"Karel Antonie Godin de Beaufort","Godin de Beaufort","K.A.","Karel Antonie",NA,NA,"m","antirevolutionair","1882-11-14","1888-03-26","1888","03","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","Herman Fran�ois Hesselink van Suchtelen","Herman Fran�ois Hesselink van Suchtelen","00568",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"Herman François Hesselink van Suchtelen","Hesselink van Suchtelen","H.F.","Herman François",NA,NA,"m","vooruitstrevende kamerclub;'club-Pyttersen';liberaal","1894-05-16","1901-09-16","1901","09","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","Frans Jozef Bolsius","Frans Jozef Bolsius","00153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,"Frans Jozef Bolsius","Bolsius","F.J.","Frans Jozef","Frans",NA,"m","Rooms-Katholieken;Algemeene Bond (RKSP)","1900-09-18","1913-09-15","1913","09","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","Otto Jan Herbert van Limburg Stirum","Otto Jan Herbert Limburg Stirum","00826",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Otto Jan Herbert Limburg Stirum","Limburg Stirum","O.J.H.","Otto Jan Herbert",NA,"graaf van","m","Vrij-AR;CHP","1894-05-16","1907-08-26","1907","08","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","Willem Hendrik Boogaardt","Willem Hendrik Bogaardt","00150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"Willem Hendrik Bogaardt","Bogaardt","W.H.","Willem Hendrik",NA,NA,"m","Algemeene Bond (RKSP)","1906-02-13","1918-11-13","1918","11","13",48000,12975,11192,15993,0,38735,4400,1719,12791,-38991,31852.69,-22704.75,9147.94,15936.18,-12542.68,3393.5,"2e kamerlid",1918,"nb",1862,56,"Algemeene Bond (RKSP)","conservatief","13-02-1906","13-11-1918",1906,1918,12,2148.24173461723,5791.0671854352,1,1
